ENTO_ID,Target_Organism_Name,Target_Type,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
ENTO00782,Staphylococcus aureus subsp. aureus ATCC 29213,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00783,Staphylococcus aureus VRS 1,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00784,Staphylococcus aureus VRS 4,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00785,Staphylococcus aureus XU212,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00786,Staphylococcus aureus YM 3105,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00787,Staphylococcus aureus YMF 3.17,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00788,Staphylococcus epidermidis,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00789,Staphylococcus epidermidis ATCC 12228,ORGANISM,176280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00790,Staphylococcus epidermidis ATCC 8799,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00791,Staphylococcus epidermidis MTCC 435,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00792,Staphylococcus epidermidis PAGU 283,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00793,Staphylococcus epidermidis Rosenbach,ORGANISM,1282,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00794,Staphylococcus haemolyticus,ORGANISM,1283,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00795,Staphylococcus haemolyticus ATCC 29970,ORGANISM,1283,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00796,Staphylococcus hominis ATCC 35982,ORGANISM,1290,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00797,Staphylococcus saprophyticus ATCC 15305,ORGANISM,29385,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00798,Staphylococcus simulans ATCC 11631,ORGANISM,1286,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00799,Staphylococcus warneri DSMZ 20036,ORGANISM,1292,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00800,Stemphylium solani,ORGANISM,110364,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium
ENTO00801,Streptococcus mutans,ORGANISM,1309,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00802,Streptococcus mutans MTCC 890,ORGANISM,1309,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00803,Streptococcus pneumoniae,ORGANISM,1313,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00804,Streptococcus pneumoniae ATCC 49619,ORGANISM,1313,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00805,Streptococcus pneumoniae ATCC 70674,ORGANISM,1313,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00806,Streptococcus pneumoniae ATCC 70676,ORGANISM,1313,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00807,Streptococcus pneumoniae CGMCC 1.1692,ORGANISM,1313,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00808,Streptococcus pneumoniae MDR,ORGANISM,1313,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00809,Streptococcus pyogenes,ORGANISM,1314,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00810,Streptococcus pyogenes MTCC 442,ORGANISM,1314,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ENTO00811,Sus scrofa,ORGANISM,9823,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus
ENTO00812,Talaromyces islandicus YM 3104,ORGANISM,28573,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces
ENTO00813,Talaromyces marneffei clinical isolate,ORGANISM,37727,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces
ENTO00814,Taphrina wiesneri,ORGANISM,5012,Eukaryota,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina
ENTO00815,Taraxacum mongolicum,ORGANISM,90037,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum
ENTO00816,Tetranychus urticae,ORGANISM,32264,Eukaryota,Metazoa,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus
ENTO00817,Thielaviopsis paradoxa,ORGANISM,13001,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Thielaviopsis
ENTO00818,Thielaviopsis paradoxa moreau,ORGANISM,13001,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Thielaviopsis
ENTO00819,Tobacco mosaic virus,ORGANISM,12242,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus
ENTO00820,Toxoplasma gondii ME49,ORGANISM,508771,Eukaryota,No Rank at Level Kingdom,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,Toxoplasma
ENTO00821,Trichophyton mentagrophytes,ORGANISM,523103,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton
ENTO00822,Trichophyton rubrum,ORGANISM,5551,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton
ENTO00823,Trichophyton rubrum ATCC 28189,ORGANISM,5551,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton
ENTO00824,Trichophyton rubrum ID00001,ORGANISM,5551,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton
ENTO00825,Trifolium hybridum,ORGANISM,74517,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium
ENTO00826,Trifolium pratense,ORGANISM,57577,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium
ENTO00827,Trypanosoma brucei,ORGANISM,5691,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00828,Trypanosoma brucei brucei,ORGANISM,5702,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00829,Trypanosoma brucei brucei GUTat3.1,ORGANISM,5691,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00830,Trypanosoma brucei brucei S427,ORGANISM,5691,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00831,Trypanosoma brucei rhodensiense STIB900,ORGANISM,5691,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00832,Trypanosoma brucei rhodesiense,ORGANISM,31286,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00833,Trypanosoma cruzi,ORGANISM,5693,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00834,Trypanosoma cruzi epimastigotes,ORGANISM,5693,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00835,Trypanosoma cruzi trypomastigotes,ORGANISM,5693,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00836,Trypanosoma cruzi Tulahuen C4,ORGANISM,5693,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00837,Trypanosoma cruzi Tulahuen C4C8,ORGANISM,5693,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00838,Trypanosoma cruzi Y strain DTU II,ORGANISM,5693,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
ENTO00839,Ustilago maydis,ORGANISM,5270,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago
ENTO00840,Ustilago maydis AB33,ORGANISM,5270,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago
ENTO00841,Ustilago scitaminea Syd,ORGANISM,49012,Eukaryota,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium
ENTO00842,Valsa mali,ORGANISM,105487,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsa
ENTO00843,Valsa mali QDAU-13,ORGANISM,105487,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Valsa
ENTO00844,Vancomycin-resistant Enterococcus faecalis A4,ORGANISM,1351,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00845,Vancomycin-resistant Enterococcus faecalis ATCC 51299,ORGANISM,1351,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00846,Vancomycin-resistant Enterococcus faecalis B3/101,ORGANISM,1351,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00847,Vancomycin-resistant Enterococcus faecalis PAG100,ORGANISM,1351,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00848,Vancomycin-resistant Enterococcus faecium,ORGANISM,1352,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00849,Vancomycin-resistant Enterococcus faecium #436,ORGANISM,1352,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00850,Vancomycin-resistant Enterococcus faecium ATCC 700221,ORGANISM,1352,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00851,Vancomycin-resistant Staphylococcus aureus 700699,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00852,Vancomycin-sensitive Enterococcus faecium #436,ORGANISM,1352,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ENTO00853,Vanrija humicola,ORGANISM,5417,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija
ENTO00854,Veronica persica,ORGANISM,138560,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica
ENTO00855,Verticillium dahliae,ORGANISM,27337,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium
ENTO00856,Verticillium dahliae CGMCC 3758,ORGANISM,27337,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium
ENTO00857,Verticillium dahliae Kleb,ORGANISM,27337,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium
ENTO00858,Verticillium dahliae V991,ORGANISM,27337,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium
ENTO00859,Vibrio alginolyticus,ORGANISM,663,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00860,Vibrio alginolyticus ATCC 17749,ORGANISM,663,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00861,Vibrio alginolyticus ATCC 33787,ORGANISM,663,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00862,Vibrio alginolyticus QDIO-5,ORGANISM,663,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00863,Vibrio anguillarum,ORGANISM,55601,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00864,Vibrio cholerae CO6,ORGANISM,666,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00865,Vibrio cholerae NB2,ORGANISM,666,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00866,Vibrio cholerae PC2,ORGANISM,666,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00867,Vibrio cholerae SG24 (1),ORGANISM,666,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00868,Vibrio harveyi,ORGANISM,669,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00869,Vibrio harveyi QDIO-7,ORGANISM,669,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00870,Vibrio harveyi QDIONA7,ORGANISM,669,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00871,Vibrio parahaemolyticus,ORGANISM,670,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00872,Vibrio parahaemolyticus ATCC 17802,ORGANISM,670,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00873,Vibrio parahaemolyticus QDIO-8,ORGANISM,670,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00874,Vibrio parahaemolyticus QDIONA8,ORGANISM,670,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00875,Vibrio vulnificus,ORGANISM,672,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00876,Vibrio vulnificus QDIO-10,ORGANISM,672,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00877,Vibrio vulnificus QDIO-9,ORGANISM,672,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ENTO00878,Wickerhamomyces anomalus DSM 6766,ORGANISM,4927,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces
ENTO00879,Wiseana cervinata,ORGANISM,107013,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Hepialidae,Wiseana
ENTO00880,Xanthomonas arboricola pv. pruni,ORGANISM,56448,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00881,Xanthomonas axonopodis pv. citri,ORGANISM,53413,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00882,Xanthomonas axonopodis pv. malvacerum strain TNAU-3,ORGANISM,53413,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00883,Xanthomonas campestris,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00884,Xanthomonas campestris NCIM 5028,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00885,Xanthomonas campestris pv. campestris MTCC 2286,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00886,Xanthomonas campestris pv. campestris strain TNAU-1,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00887,Xanthomonas campestris pv. citri strain C1,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00888,"Xanthomonas campestris pv. oryzae (KB88), Proteus mirabilis (NBRC3849)",ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00889,Xanthomonas campestris pv. oryzae KB88,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00890,Xanthomonas campestris pv. vesicatoria strain 65-10,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00891,Xanthomonas campestris pv. vesicatoria strain 8004,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00892,Xanthomonas campestris pv. vesicatoria strain 85-10,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00893,Xanthomonas campestris pv. vesicatoria strain XIS,ORGANISM,339,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00894,Xanthomonas euvesicatoria,ORGANISM,456327,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00895,Xanthomonas oryzae,ORGANISM,347,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00896,Xanthomonas oryzae pv. oryzae,ORGANISM,64187,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00897,Xanthomonas oryzae pv. oryzae KB88,ORGANISM,347,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00898,Xanthomonas oryzae pv. oryzae strain BXO43,ORGANISM,347,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00899,Xanthomonas oryzae pv. oryzae strain TNAU-2,ORGANISM,347,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00900,Xanthomonas oryzae pv. oryzae Swings,ORGANISM,347,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00901,Xanthomonas oryzae pv. oryzicola,ORGANISM,129394,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00902,Xanthomonas oryzae pv. oryzicola strain Y2,ORGANISM,347,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00903,Xanthomonas oryzae pv. oryzicola Swings,ORGANISM,347,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00904,Xanthomonas vesicatoria,ORGANISM,56460,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00905,Xanthomonas vesicatoria ATCC 11633,ORGANISM,56460,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
ENTO00906,Xylella fastidiosa,ORGANISM,2371,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
ENTO00907,Yamadazyma tenuis MUCL 29892,ORGANISM,2315449,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma
ENTO00908,Yersinia enterocolitica MTCC 840,ORGANISM,630,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
ENTO00909,Yersinia sp.,ORGANISM,41315,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
ENTO00910,Proteus mirabilis,ORGANISM,584,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus
