ENS_ID,Name,Tax_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,GenBank_ID,Closest_GenBank_ID,Endophyte_Type
ENS00732,Pestalotiopsis neglecta S3,173184,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,MT377727.1,NA,Endophytic Fungus
ENS00733,Pestalotiopsis neglecta—BSL no. 045,173184,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,EF055213,Endophytic Fungus
ENS00734,Pestalotiopsis oxyanthi,290288,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,MW521094,NA,Endophytic Fungus
ENS00735,Pestalotiopsis palmarum,173185,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,NA,Endophytic Fungus
ENS00736,Pestalotiopsis sp.,36460,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,NA,Endophytic Fungus
ENS00737,Pestalotiopsis sp. AcBC2,1128078,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,JN989552,NA,Endophytic Fungus
ENS00738,Pestalotiopsis sp. BRIP 39872,36460,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,NA,Endophytic Fungus
ENS00739,Pestalotiopsis sp. HHL101,36460,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,EF451799,NA,Endophytic Fungus
ENS00740,Pestalotiopsis sp. HQD-6,36460,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,NA,Endophytic Fungus
ENS00741,Pestalotiopsis sp. JCM2A4,578673,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,FJ465172,NA,Endophytic Fungus
ENS00742,Pestalotiopsis sp. M-23,1699616,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,KT372852,NA,Endophytic Fungus
ENS00743,Pestalotiopsis sydowiana,173188,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,NA,Endophytic Fungus
ENS00744,Pestalotiopsis terminaliae TAP-15,37840,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,No Rank at Level Genus,NA,NA,Endophytic Fungus
ENS00745,Pestalotiopsis trachycarpicola SC-J551,1198446,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,NA,Endophytic Fungus
ENS00746,Pestalotiopsis versicolor-BSL no. 038,162417,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,NA,EF055211,Endophytic Fungus
ENS00747,Pezizomycotina sp. 11120,652292,Eukaryota,Fungi,Ascomycota,No Rank at Level Class,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,GQ153099.1,NA,Endophytic Fungus
ENS00748,Phaeosphaeria sp. LF5,1715242,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,GU985233,NA,Endophytic Fungus
ENS00749,Phaeosphaeriopsis musae,401631,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriopsis,KU529841,NA,Endophytic Fungus
ENS00750,Phanerochaete sp. H2,1715260,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,MK737061,NA,Endophytic Fungus
ENS00751,Phialemonium curvatum,1093900,Eukaryota,Fungi,Ascomycota,Sordariomycetes,No Rank at Level Order,Thyridiaceae,Thyridium,NA,EU035984.1,Endophytic Fungus
ENS00752,Phoma herbarum TR-4,73001,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,KM486080,NA,Endophytic Fungus
ENS00753,Phoma sp. CB007,1707701,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,NA,NA,Endophytic Fungus
ENS00754,Phoma sp. NRRL 46751,1707701,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,EU180709,NA,Endophytic Fungus
ENS00755,Phoma sp. SYSU-SK-7,1707701,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,MN176570,NA,Endophytic Fungus
ENS00756,Phoma sp. WF4,1436879,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,KF957639,NA,Endophytic Fungus
ENS00757,Phoma sp. YN02-P-3,1707701,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,KU522468,NA,Endophytic Fungus
ENS00758,Phoma sp. ZJWCF006,1074301,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,JF320940,NA,Endophytic Fungus
ENS00759,Phomatospora bellaminuta,561985,Eukaryota,Fungi,Ascomycota,Sordariomycetes,No Rank at Level Order,Phomatosporaceae,Phomatospora,NA,NA,Endophytic Fungus
ENS00760,Phomopsis archeri,34399,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,No Rank at Level Genus,NA,NA,Endophytic Fungus
ENS00761,Phomopsis asparagi DHS-48,83181,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,MT126606,NA,Endophytic Fungus
ENS00762,Phomopsis asparagi LSLYZ-87,83181,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,ON341023,NA,Endophytic Fungus
ENS00763,Phomopsis fukushii,311452,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KP068615,NA,Endophytic Fungus
ENS00764,Phomopsis glabrae PM0509732,278967,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,NA,AY601918.1,Endophytic Fungus
ENS00765,Phomopsis heveicola,1987098,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,MN857741,NA,Endophytic Fungus
ENS00766,Phomopsis longicolla,54899,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,AY857868.1,NA,Endophytic Fungus
ENS00767,Phomopsis mali,1077315,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,AB665315,NA,Endophytic Fungus
ENS00768,Phomopsis sp.,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,NA,NA,Endophytic Fungus
ENS00769,Phomopsis sp. 33#,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,NA,NA,Endophytic Fungus
ENS00770,Phomopsis sp. A123,559193,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,NA,NA,Endophytic Fungus
ENS00771,Phomopsis sp. A818,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,NA,AY601919,Endophytic Fungus
ENS00772,Phomopsis sp. CAM240,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,NA,NA,Endophytic Fungus
ENS00773,Phomopsis sp. CGMCC No.5416,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,HQ688988.1,NA,Endophytic Fungus
ENS00774,Phomopsis sp. CMU-LMA,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,NA,NA,Endophytic Fungus
ENS00775,Phomopsis sp. FJBR-11,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,MF784081,NA,Endophytic Fungus
ENS00776,Phomopsis sp. Hant25,467067,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,NA,NA,Endophytic Fungus
ENS00777,Phomopsis sp. HCCB03520,1050180,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,HQ688987,NA,Endophytic Fungus
ENS00778,Phomopsis sp. HNY29-2B,1418122,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,KF387574,NA,Endophytic Fungus
ENS00779,Phomopsis sp. isolate 611,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,OL545265.1,NA,Endophytic Fungus
ENS00780,Phomopsis sp. mfer5,323695,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,AY907347,NA,Endophytic Fungus
ENS00781,Phomopsis sp. SYSU-QYP-23,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,MN871866,NA,Endophytic Fungus
ENS00782,Phomopsis sp. TJ507A,1715245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,KY039149,NA,Endophytic Fungus
ENS00783,Phomopsis sp. usia5,323696,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,AY907348,NA,Endophytic Fungus
ENS00784,Phomopsis sp. YE3250,1440777,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,KF733183,NA,Endophytic Fungus
ENS00785,Phomopsis sp. YM311483,483866,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,EU256482,NA,Endophytic Fungus
ENS00786,Phomopsis sp. xz-18,34399,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,No Rank at Level Genus,DQ14534.1,NA,Endophytic Fungus
ENS00787,Phomopsis sp. KK14L1,991897,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Phomopsis,HQ232850,NA,Endophytic Fungus
ENS00788,Phyllosticta capitalensis,121624,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,NA,NA,Endophytic Fungus
ENS00789,Phyllosticta capitalensis Tg06,121624,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,MG214956,NA,Endophytic Fungus
ENS00790,Phyllosticta sp. WGHL2,1886407,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,MT498269,NA,Endophytic Fungus
ENS00791,Phyllosticta spinarum BA 9149b-4,143791,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,NA,NA,Endophytic Fungus
ENS00792,Physalospora sp.,1933444,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hyponectriaceae,Physalospora,NA,NA,Endophytic Fungus
ENS00793,Plectosphaerella sp.,1929893,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,NA,NA,Endophytic Fungus
ENS00794,Pleosporales sp. BYCDW4,1755443,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,No Rank at Level Family,No Rank at Level Genus,NA,KP269012,Endophytic Fungus
ENS00795,Pleosporales sp. F46,1755443,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,No Rank at Level Family,No Rank at Level Genus,MH256138,NA,Endophytic Fungus
ENS00796,Pleosporales sp. MA-02,673460,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,No Rank at Level Family,No Rank at Level Genus,GQ475287,NA,Endophytic Fungus
ENS00797,Pleosporales sp. Sigrf05,1778819,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,No Rank at Level Family,No Rank at Level Genus,KT369815,NA,Endophytic Fungus
ENS00798,Plurivorosphaerella nawae strain ZJLQ129,798215,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Plurivorosphaerella,KX881942,NA,Endophytic Fungus
ENS00799,Poculum pseudosydowianum TNS-F-57853,1450545,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Poculum,NA,NA,Endophytic Fungus
ENS00800,Podospora sp.,1715246,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,NA,GU327641,Endophytic Fungus
ENS00801,Podospora sp. L44,1389339,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,KF018088,NA,Endophytic Fungus
ENS00802,Polymorphospora rubra K07-0510,338584,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Polymorphospora,NA,AB223089,Endophytic Bacteria
ENS00803,Preussia isomera XL-1326,325670,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,MK300824,NA,Endophytic Fungus
ENS00804,Preussia similis strain DSM 104666,269685,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,KY652380,NA,Endophytic Fungus
ENS00805,Preussia sp.,1715257,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA,NA,Endophytic Fungus
ENS00806,Priestia megaterium CFFSUR-B32,1404,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,MW377565,NA,Endophytic Bacteria
ENS00807,Psathyrella candolleana,71730,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Candolleomyces,AB470877.1,NA,Endophytic Fungus
ENS00808,Pseudocercospora sp. TSS-1,1968695,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,OP106990,NA,Endophytic Fungus
ENS00809,Pseudolagarobasidium acaciicola,386453,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Cerrenaceae,Pseudolagarobasidium,KF673346,NA,Endophytic Fungus
ENS00810,Pseudomonas aeruginosa strain CCUG 51971,287,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,CP043328.1,Endophytic Bacteria
ENS00811,Pseudomonas fluorescens ALEB 7B,294,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,KC246049.1,Endophytic Bacteria
ENS00812,Pseudomonas fluorescens RE1,294,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MF102882.1,NA,Endophytic Bacteria
ENS00813,Pseudomonas fluorescens RE17,294,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MF103672.1,NA,Endophytic Bacteria
ENS00814,Pseudomonas sp. Bt851,306,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,MZ647537,NA,Endophytic Bacteria
ENS00815,Pseudopestalotiopsis theae isolate 3W1,218556,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pseudopestalotiopsis,MN814071,NA,Endophytic Fungus
ENS00816,Pseudopestalotiopsis theae N635,218556,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pseudopestalotiopsis,KF641183,NA,Endophytic Fungus
ENS00817,Pyrenochaeta sp. G41,1795776,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,KT825855,NA,Endophytic Fungus
ENS00818,Pyrenochaetopsis sp. FVE-001,1756125,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pyrenochaetopsidaceae,Pyrenochaetopsis,MH881440,NA,Endophytic Fungus
ENS00819,Pyrenochaetopsis sp. FVE-087,1756125,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pyrenochaetopsidaceae,Pyrenochaetopsis,MH881502,NA,Endophytic Fungus
ENS00820,Pyronema sp. A2-1,1849815,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,NA,NA,Endophytic Fungus
ENS00821,Pyronema sp. D1-2,1849815,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pyronema,NA,NA,Endophytic Fungus
ENS00822,Rhytidhysteron sp. AS21B,1586718,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Hysteriales,Hysteriaceae,Rhytidhysteron,KJ865411,NA,Endophytic Fungus
ENS00823,Rosellinia sanctae-cruciana strain ALE-5,743245,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,KY006116,NA,Endophytic Fungus
ENS00824,Rossellomorea vietnamensis strain RAR_WA_32,218284,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Rossellomorea,OK649240,NA,Endophytic Bacteria
ENS00825,Roussoella sp. PSU-H51,1756102,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Roussoella,KX020560,NA,Endophytic Fungus
ENS00826,Rubroshiraia bambusae BJTC HOU1000,2570647,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Shiraiaceae,Rubroshiraia,MZ497359,NA,Endophytic Fungus
ENS00827,Saccharopolyspora gregorii XIEG05,33914,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,NA,NA,Endophytic Bacteria
ENS00828,Saccharothrix yanglingensis Hhs.015,659496,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,GQ284639,NA,Endophytic Bacteria
ENS00829,Sarocladium brachiariae HND5,1686168,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,NA,NA,Endophytic Fungus
ENS00830,Sarocladium oryzae DX-THL3,284135,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,KF558875,NA,Endophytic Fungus
ENS00831,Sarocladium strictum isolate LAEE06,5046,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,LN607809,NA,Endophytic Fungus
ENS00832,Scopulariopsis candelabrum KIB-int20,1527188,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,OK445701,NA,Endophytic Fungus
ENS00833,Seimatosporium sp. strain No. 8883,2011878,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Seimatosporium,NA,NA,Endophytic Fungus
ENS00834,Septoria rudbeckiae Ellis & Halst,1168309,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,NA,MN093336.1,Endophytic Fungus
ENS00835,Serratia marcescens strain MOSEL-w2,615,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,KF307696,NA,Endophytic Bacteria
ENS00836,Setophoma sp. CML 2328,1569631,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,KM288713,NA,Endophytic Fungus
ENS00837,Shiraia bambusicola BJTC HOU999,224420,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Shiraiaceae,Shiraia,MZ497363,NA,Endophytic Fungus
ENS00838,Shiraia sp. slf14,665115,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Shiraiaceae,Shiraia,GQ355934,NA,Endophytic Fungus
ENS00839,Shiraiaceae sp. CLH-2021a CNUCC 1353PR,2856095,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Shiraiaceae,No Rank at Level Genus,MZ519527,NA,Endophytic Fungus
ENS00840,Shiraiaceae sp. CLH-2021a zzz816,2856095,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Shiraiaceae,No Rank at Level Genus,HQ696072,NA,Endophytic Fungus
ENS00841,Simplicillium lanosoniveum PSU-H168,132112,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,KX020563,NA,Endophytic Fungus
ENS00842,Simplicillium lanosoniveum PSU-H261,132112,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,KX020567,NA,Endophytic Fungus
ENS00843,Simplicillium sp.,1856740,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,NA,LN808975.1,Endophytic Fungus
ENS00844,Simplicillium sp. PSU-H41,1856740,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,KT318874,NA,Endophytic Fungus
ENS00845,Smardaea sp. AZ0432,2420221,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Smardaea,NA,NA,Endophytic Fungus
ENS00846,Sordariomycete sp.,1709940,Eukaryota,Fungi,Ascomycota,Sordariomycetes,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,NA,NA,Endophytic Fungus
ENS00847,Sordariomycetes sp. BL3,1709940,Eukaryota,Fungi,Ascomycota,Sordariomycetes,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,KY020350,NA,Endophytic Fungus
ENS00848,Sordariomycetes sp. BL5,1709940,Eukaryota,Fungi,Ascomycota,Sordariomycetes,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,KY020351,NA,Endophytic Fungus
ENS00849,Stachybotrys chartarum strain WGC-25C-6,74722,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,KC787692,NA,Endophytic Fungus
ENS00850,Staphylococcus sp. strain MHSD26,29387,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,MN029052,NA,Endophytic Bacteria
ENS00851,Stemphylium globuliferum,245170,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,NA,NA,Endophytic Fungus
ENS00852,Stemphylium globuliferum strain DA8,245170,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,EU859960,NA,Endophytic Fungus
ENS00853,Stemphylium lycopersici BG01,183478,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,NA,NA,Endophytic Fungus
ENS00854,Stemphylium sp. 33231,1418481,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,KF479349,NA,Endophytic Fungus
ENS00855,Stenotrophomonas sp. Sh622,69392,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,MZ647534,NA,Endophytic Bacteria
ENS00856,Stenotrophomonas sp. strain MHSD12,69392,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,"MN078164	",NA,Endophytic Bacteria
ENS00857,Stenotrophomonas sp. strain MHSD20,69392,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,MN029049,NA,Endophytic Bacteria
ENS00858,Streptantibioticus cattleyicolor RLe 4,29303,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptantibioticus,KF057055,NA,Endophytic Bacteria
ENS00859,Streptomyces albospinus RLe 7,285515,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,KF057056,NA,Endophytic Bacteria
ENS00860,Streptomyces anulatus strain YINM00001,1892,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,CP086102.1,NA,Endophytic Bacteria
ENS00861,Streptomyces ardesiacus strain NRRL B-1773,285564,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,DQ026631,NA,Endophytic Bacteria
ENS00862,Streptomyces enissocaesilis XIEG07,332589,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,NA,NA,Endophytic Bacteria
ENS00863,Streptomyces enissocaesilis XIEG45,332589,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,NA,NA,Endophytic Bacteria
ENS00864,Streptomyces malaysiensis 8ZJF-21,92644,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,JAJQWY000000000,NA,Endophytic Bacteria
ENS00865,Streptomyces mutabilis XIEG51,67332,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,NA,NA,Endophytic Bacteria
ENS00866,Streptomyces olivaceus CP016795.1,47716,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,CP016795.1,NA,Endophytic Bacteria
ENS00867,Streptomyces olivaceus strain JB01,47716,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,OM845781,NA,Endophytic Bacteria
ENS00868,Streptomyces parvulus NBRC 13193T,146923,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,KY771080,NA,Endophytic Bacteria
ENS00869,Streptomyces pseudovenezuelae SKH1-2,67350,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,LC425851,NA,Endophytic Bacteria
ENS00870,Streptomyces sp. 2BBP-J2,2719381,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,NA,NA,Endophytic Bacteria
ENS00871,Streptomyces sp. 680560,1931,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,NA,AY999802,Endophytic Bacteria
ENS00872,Streptomyces sp. AC35,555738,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,FJ001754.1,NA,Endophytic Bacteria
